"Rk,Player,SCA,SCA90,PassLive,PassDead,Drib,Sh,GCA,GCA90,PassLive,PassDead,Drib,Sh"
"267,Khanya Leshabela\383e68b1,1,9.00,1,0,0,0,0,0.00,0,0,0,0"
"268,Jamal Lewis\efb9215a,29,1.42,24,3,1,0,2,0.10,2,0,0,0"
"269,Victor Lindelöf\f5deef4c,9,0.31,9,0,0,0,1,0.03,1,0,0,0"
"270,Jesse Lingard\810e3c74,61,3.86,42,6,2,5,11,0.70,6,2,0,2"
"271,Jake Livermore\b98570d1,8,0.58,7,0,0,1,1,0.07,1,0,0,0"
"272,Diego Llorente\bba30585,6,0.45,5,0,0,1,1,0.07,1,0,0,0"
"273,Hugo Lloris\8f62b6ee,1,0.03,1,0,0,0,1,0.03,1,0,0,0"
"274,Giovani Lo Celso\d7553721,30,2.86,21,3,0,1,3,0.29,3,0,0,0"
"275,Ruben Loftus-Cheek\e97fd090,1,1.50,1,0,0,0,0,0.00,0,0,0,0"
"276,Ruben Loftus-Cheek\e97fd090,53,2.50,30,0,7,3,0,0.00,0,0,0,0"
"277,Kevin Long\5a4280b1,0,0.00,0,0,0,0,0,0.00,0,0,0,0"
"278,Shane Long\9f472354,0,0.00,0,0,0,0,0,0.00,0,0,0,0"
"279,Matthew Longstaff\c0027d2d,2,0.48,2,0,0,0,0,0.00,0,0,0,0"
"280,Sean Longstaff\a2b105e0,21,1.34,12,5,1,0,2,0.13,2,0,0,0"
"281,Ademola Lookman\7c104bb7,115,3.77,74,25,5,6,11,0.36,6,3,2,0"
"282,Max Lowe\7af88b33,7,1.15,4,1,1,1,0,0.00,0,0,0,0"
"283,Matthew Lowton\9a9c05db,49,1.44,41,3,1,1,2,0.06,2,0,0,0"
"284,David Luiz\c0e27d1a,10,0.64,8,0,1,0,1,0.06,1,0,0,0"
"285,Douglas Luiz\6f7d826d,46,1.49,42,2,0,1,5,0.16,5,0,0,0"
"286,John Lundstram\0df2b165,37,1.64,30,5,1,0,3,0.13,2,1,0,0"
"287,Alexis Mac Allister\83d074ff,30,2.42,27,0,0,2,2,0.16,2,0,0,0"
"288,James Maddison\ee38d9c5,105,4.50,60,20,7,5,11,0.47,7,1,0,0"
"289,Harry Maguire\d8931174,31,0.92,23,0,1,4,6,0.18,4,0,0,1"
"290,Riyad Mahrez\892d5bb1,84,3.88,58,7,5,8,14,0.65,9,1,2,1"
"291,Ainsley Maitland-Niles\e3a5814e,11,2.02,7,1,2,0,1,0.18,0,0,0,0"
"292,Ainsley Maitland-Niles\e3a5814e,18,1.32,15,0,0,0,2,0.15,1,0,0,0"
"293,Josh Maja\bc0bfc64,18,2.00,12,0,4,2,0,0.00,0,0,0,0"
"294,Sadio Mané\c691bfe2,124,3.97,88,1,10,9,12,0.38,7,0,0,3"
"295,Javier Manquillo\758dd7f0,8,0.87,7,1,0,0,0,0.00,0,0,0,0"
"296,Fernando Marçal\9ae9eaea,4,0.58,4,0,0,0,0,0.00,0,0,0,0"
"297,Solly March\bb5fbd2b,52,2.80,39,7,4,2,3,0.16,2,1,0,0"
"298,Pablo Marí\aa54ec6f,2,0.20,1,0,0,1,0,0.00,0,0,0,0"
"299,Anthony Martial\8b788c01,43,2.61,28,0,3,4,8,0.49,2,0,0,2"
"300,Martinelli\48a5a5d6,21,3.21,15,0,3,2,1,0.15,1,0,0,0"
"301,Emiliano Martínez\7956236f,6,0.16,6,0,0,0,1,0.03,1,0,0,0"
"302,Arthur Masuaku\57df7a11,32,2.86,23,2,4,2,4,0.36,4,0,0,0"
"303,Juan Mata\29733c72,18,3.18,12,4,0,2,5,0.88,3,1,0,1"
"304,Jean-Philippe Mateta\50e6dc35,3,1.22,2,0,0,0,0,0.00,0,0,0,0"
"305,Nemanja Mati?\eb7822d7,20,1.63,18,0,0,2,3,0.24,3,0,0,0"
"306,Joël Matip\b217ef29,6,0.78,5,0,0,1,2,0.26,1,0,0,1"
"307,Neal Maupay\4bcf39f6,79,2.83,52,1,10,5,8,0.29,5,0,0,1"
"308,James McArthur\cee31595,19,1.17,18,0,0,0,2,0.12,2,0,0,0"
"309,Oliver McBurnie\78b8ac63,29,1.97,24,0,0,4,3,0.20,1,0,0,1"
"310,Alex McCarthy\36c2ca73,1,0.03,1,0,0,0,0,0.00,0,0,0,0"
"311,James McCarthy\64b08de7,12,1.32,10,1,0,0,1,0.11,0,0,0,0"
"312,John McGinn\90f91999,100,2.70,82,2,3,2,12,0.32,8,1,1,1"
"313,David McGoldrick\dbe56a33,52,1.95,31,1,8,4,1,0.04,1,0,0,0"
"314,Dwight McNeil\fc15fb84,80,2.35,42,27,2,1,9,0.26,4,3,1,0"
"315,Scott McTominay\d93c2511,33,1.40,24,0,0,1,3,0.13,1,0,0,0"
"316,Ben Mee\8df7a2fb,11,0.37,6,2,0,2,1,0.03,1,0,0,0"
"317,Hannibal Mejbri\ca22ccb0,0,0.00,0,0,0,0,0,0.00,0,0,0,0"
"318,Benjamin Mendy\5271c8f1,17,1.61,13,0,4,0,3,0.28,2,0,1,0"
"319,Edouard Mendy\33887998,3,0.10,1,2,0,0,0,0.00,0,0,0,0"
"320,Nampalys Mendy\1598599e,15,0.93,11,0,0,0,2,0.12,2,0,0,0"
"321,Illan Meslier\6b625ac2,3,0.09,3,0,0,0,1,0.03,1,0,0,0"
"322,Luka Milivojevi?\2ce2508a,39,1.49,22,13,1,1,3,0.11,2,1,0,0"
"323,James Milner\2f90f6b8,22,1.85,17,3,1,0,1,0.08,0,1,0,0"
"324,Yerry Mina\6d5701f2,4,0.19,4,0,0,0,0,0.00,0,0,0,0"
"325,Takumi Minamino\f833a830,6,1.84,3,0,1,1,1,0.31,0,0,1,0"
"326,Takumi Minamino\f833a830,11,1.39,8,0,0,1,1,0.13,1,0,0,0"
"327,Tyrone Mings\8397a50c,14,0.39,12,0,1,1,2,0.06,2,0,0,0"
"328,Tyrick Mitchell\5cbd1eb0,9,0.47,9,0,0,0,3,0.16,3,0,0,0"
"329,Aleksandar Mitrovi?\3925dbd6,47,3.02,36,1,5,1,5,0.32,3,0,1,1"
"330,Jakub Moder\f230bc30,11,1.53,7,1,1,1,1,0.14,1,0,0,0"
"331,Jayson Molumby\c908a1bc,0,0.00,0,0,0,0,0,0.00,0,0,0,0"
"332,Wesley Moraes\bfae110f,1,5.00,0,0,0,0,0,0.00,0,0,0,0"
"333,Wes Morgan\80c31c97,0,0.00,0,0,0,0,0,0.00,0,0,0,0"
"334,Mason Mount\9674002f,163,5.08,89,47,10,7,14,0.44,5,5,1,2"
"335,Lucas Moura\2b622f01,36,2.30,27,2,1,1,8,0.51,6,0,0,1"
"336,Lys Mousset\d9cfca3d,4,1.22,3,0,1,0,0,0.00,0,0,0,0"
"337,João Moutinho\f5a00fa4,91,3.24,55,29,0,2,4,0.14,1,2,0,0"
"338,Joel Mumbongo\f8e588df,0,0.00,0,0,0,0,0,0.00,0,0,0,0"
"339,Jacob Murphy\de112b84,37,2.05,23,4,4,2,4,0.22,4,0,0,0"
"340,Shkodran Mustafi\3f2d59fe,0,0.00,0,0,0,0,0,0.00,0,0,0,0"
"341,Marvelous Nakamba\de5b5570,4,0.48,4,0,0,0,0,0.00,0,0,0,0"
"342,Iliman Ndiaye\5ed97752,0,0.00,0,0,0,0,0,0.00,0,0,0,0"
"343,Wilfred Ndidi\6b47c5db,33,1.36,27,0,0,0,8,0.33,7,0,0,0"
"344,Tanguy Ndombele\5cdddffa,57,2.45,42,0,4,2,8,0.34,7,0,0,1"
"345,Reiss Nelson\c5bdb6e3,1,1.27,1,0,0,0,0,0.00,0,0,0,0"
"346,Pedro Neto\7ba2eaa9,111,3.92,59,24,13,6,9,0.32,4,2,1,2"
"347,Rúben Neves\44bfb6c5,62,2.09,50,3,3,2,2,0.07,2,0,0,0"
"348,Eddie Nketiah\a53649b7,8,1.70,6,0,0,0,1,0.21,1,0,0,0"
"349,Niels Nkounkou\f5b281e7,1,1.11,1,0,0,0,0,0.00,0,0,0,0"
"350,Dan Nlundulu\30040f5d,1,0.81,1,0,0,0,0,0.00,0,0,0,0"
"351,Mark Noble\ff527768,7,0.88,4,3,0,0,0,0.00,0,0,0,0"
"352,Will Norris\c73ada83,1,0.50,1,0,0,0,0,0.00,0,0,0,0"
"353,Oliver Norwood\43439614,45,1.82,31,14,0,0,1,0.04,1,0,0,0"
"354,Jack O'Connell\312626c1,0,0.00,0,0,0,0,0,0.00,0,0,0,0"
"355,Dara O'Shea\1d042188,17,0.73,14,2,0,0,2,0.09,1,1,0,0"
"356,Michael Obafemi\caa1a7f0,1,1.48,1,0,0,0,0,0.00,0,0,0,0"
"357,Denis Odoi\f7750aa0,5,1.67,5,0,0,0,0,0.00,0,0,0,0"
"358,Angelo Ogbonna\74b2cd7e,6,0.22,6,0,0,0,0,0.00,0,0,0,0"
"359,Robin Olsen\e7ee38c3,1,0.14,1,0,0,0,0,0.00,0,0,0,0"
"360,Josh Onomah\6612cd8c,6,1.44,5,0,0,0,0,0.00,0,0,0,0"
"361,Divock Origi\43a166b4,3,1.45,3,0,0,0,0,0.00,0,0,0,0"
"362,Ben Osborn\79bc4c45,29,1.63,25,4,0,0,0,0.00,0,0,0,0"
"363,Owen Otasowie\6956ff08,7,3.37,4,0,0,1,1,0.48,1,0,0,0"
"364,Alex Oxlade-Chamberlain\38c7feef,5,1.78,5,0,0,0,2,0.71,2,0,0,0"
"365,Emerson Palmieri\e0bc6fdc,0,0.00,0,0,0,0,0,0.00,0,0,0,0"
"366,Thomas Partey\529f49ab,29,1.70,28,0,1,0,4,0.23,3,0,1,0"
"367,Rui Patrício\79b0d6a0,1,0.03,1,0,0,0,0,0.00,0,0,0,0"
"368,Bailey Peacock-Farrell\4879f8cb,1,0.25,0,1,0,0,0,0.00,0,0,0,0"
"369,Lee Peltier\af341b88,2,0.79,2,0,0,0,1,0.39,1,0,0,0"
"370,Nicolas Pépé\57e3f0c7,37,2.06,24,3,4,3,9,0.50,4,0,2,2"
"371,Matheus Pereira\b04ee927,103,3.60,65,25,5,1,12,0.42,8,1,0,0"
"372,Ricardo Pereira\75a72a99,19,1.78,18,0,0,0,2,0.19,1,0,0,0"
"373,Ayoze Pérez\819aa8e7,48,3.25,32,2,5,5,6,0.41,5,0,1,0"
"374,Kalvin Phillips\4f565d77,58,2.15,33,19,0,1,1,0.04,1,0,0,0"
"375,Matt Phillips\7bb5f40e,44,2.17,32,8,4,0,2,0.10,2,0,0,0"
"376,Nathaniel Phillips\515ebe8d,11,0.68,10,0,0,1,1,0.06,0,0,0,1"
"377,Jaden Philogene Bidace\19f4d211,0,0.00,0,0,0,0,0,0.00,0,0,0,0"
"378,Jordan Pickford\4806ec67,7,0.23,4,3,0,0,2,0.07,2,0,0,0"
"379,Erik Pieters\1ef37668,15,1.07,11,1,0,1,3,0.21,1,0,0,1"
"380,Daniel Podence\7fcc71d8,61,3.31,42,1,10,1,7,0.38,3,0,4,0"
"381,Paul Pogba\867239d3,68,3.23,48,1,4,5,7,0.33,2,0,2,1"
"382,Nick Pope\4b40d9ca,8,0.25,5,3,0,0,0,0.00,0,0,0,0"
"383,Dennis Praet\86695068,13,1.63,12,0,0,0,2,0.25,2,0,0,0"
"384,Davy Pröpper\fdd85f94,1,0.42,1,0,0,0,0,0.00,0,0,0,0"
"385,Christian Pulisic\1bf33a9a,67,3.47,52,1,5,2,8,0.41,7,0,0,1"
"386,Aaron Ramsdale\466fb2c5,8,0.21,7,1,0,0,0,0.00,0,0,0,0"
"387,Jacob Ramsey\1544f145,14,2.01,13,0,0,1,1,0.14,1,0,0,0"
"388,Kayne Ramsey\dc31b84c,0,0.00,0,0,0,0,0,0.00,0,0,0,0"
"389,Darren Randolph\6385ebfb,0,0.00,0,0,0,0,0,0.00,0,0,0,0"
"390,Marcus Rashford\a1d5bd30,105,3.24,75,0,16,5,18,0.55,15,0,2,0"
"391,Tim Ream\28b40c9c,1,0.14,1,0,0,0,0,0.00,0,0,0,0"
"392,Nathan Redmond\ab651565,58,3.00,39,0,10,3,4,0.21,4,0,0,0"
"393,Harrison Reed\803ae100,40,1.60,32,6,0,2,3,0.12,2,0,0,1"
"394,Sergio Reguilón\3353737a,41,1.64,28,1,2,5,8,0.32,7,0,0,0"
"395,Bobby Reid\0f7533cd,33,1.25,24,0,2,2,5,0.19,4,0,0,0"
"396,Declan Rice\1c7012b8,49,1.53,41,1,3,2,3,0.09,2,0,0,1"
"397,Lewis Richardson\4fa62ae4,0,0.00,0,0,0,0,0,0.00,0,0,0,0"
"398,Richarlison\fa031b34,80,2.52,51,0,9,5,9,0.28,5,0,2,1"
"399,Jaïro Riedewald\7a1f2c08,19,0.94,18,0,0,1,0,0.00,0,0,0,0"
"400,Matt Ritchie\71ef519e,40,2.67,19,16,0,1,4,0.27,1,1,0,0"
"401,Tyler Roberts\6c17e046,36,2.42,28,0,3,1,3,0.20,3,0,0,0"
"402,Andrew Robertson\2e4f5f03,106,2.82,80,19,4,1,15,0.40,10,2,2,1"
"403,Antonee Robinson\289601e6,53,2.21,46,3,1,0,2,0.08,2,0,0,0"
"404,Callum Robinson\e75750a3,40,2.31,27,0,7,2,4,0.23,1,0,1,0"
"405,Jack Robinson\7399c7a8,6,0.62,3,0,1,1,4,0.41,2,0,1,0"
"406,Hal Robson-Kanu\fb2dec57,12,1.93,9,0,1,0,0,0.00,0,0,0,0"
"407,Marek Rodák\17acc2ed,0,0.00,0,0,0,0,0,0.00,0,0,0,0"
"408,Joe Rodon\8d62d31a,0,0.00,0,0,0,0,0,0.00,0,0,0,0"
"409,Rodri\6434f10d,73,2.39,58,1,6,3,8,0.26,6,0,1,0"
"410,Rodrigo\1fb1c435,64,4.47,49,0,5,6,11,0.77,5,0,2,3"
"411,James Rodríguez\715bf047,72,3.67,44,16,4,0,13,0.66,8,4,0,0"
"412,Jay Rodriguez\4ab53cdb,23,1.64,14,0,4,3,4,0.28,3,0,1,0"
"413,Oriol Romeu\4b511457,35,1.79,30,0,0,0,4,0.20,4,0,0,0"
"414,John Ruddy\da8b19e2,0,0.00,0,0,0,0,0,0.00,0,0,0,0"
"415,Antonio Rüdiger\18b896d6,14,0.74,13,1,0,0,1,0.05,1,0,0,0"
"416,Mathew Ryan\4535e4bb,0,0.00,0,0,0,0,0,0.00,0,0,0,0"
"417,Mathew Ryan\4535e4bb,0,0.00,0,0,0,0,0,0.00,0,0,0,0"
"418,Allan Saint-Maximin\2b16cb1a,61,3.52,41,1,12,1,10,0.58,8,0,1,1"
"419,Romain Saïss\9fbbcf39,16,0.60,13,1,1,1,1,0.04,1,0,0,0"
"420,Bukayo Saka\bc7dc64d,98,3.45,63,11,8,7,12,0.42,9,0,1,0"
"421,Mamadou Sakho\87935cf3,0,0.00,0,0,0,0,0,0.00,0,0,0,0"
"422,Mohamed Salah\e342ad68,117,3.42,87,1,6,12,14,0.41,10,0,0,2"
"423,Mohammed Salisu\0b33f6ad,5,0.53,4,0,0,1,0,0.00,0,0,0,0"
"424,Davinson Sánchez\da7b447d,5,0.30,3,1,0,1,1,0.06,1,0,0,0"
"425,Robert Sánchez\6a713852,0,0.00,0,0,0,0,0,0.00,0,0,0,0"
"426,Morgan Sanson\6e7f1353,4,1.22,4,0,0,0,0,0.00,0,0,0,0"
"427,Romaine Sawyers\77bb1522,13,0.79,12,0,0,0,2,0.12,2,0,0,0"
"428,Dane Scarlett\21945a9e,0,0.00,0,0,0,0,0,0.00,0,0,0,0"
"429,Fabian Schär\c8aa95da,9,0.65,7,0,0,0,1,0.07,1,0,0,0"
"430,Jeffrey Schlupp\3312f911,34,2.14,26,0,2,1,6,0.38,4,0,0,1"
"431,Kasper Schmeichel\53af52f3,1,0.03,1,0,0,0,0,0.00,0,0,0,0"
"432,Nélson Semedo\d04b94db,58,1.75,45,5,2,3,5,0.15,4,0,0,1"
"433,Femi Seriki\e4e0deaa,0,0.00,0,0,0,0,0,0.00,0,0,0,0"
"434,Jamie Shackleton\8d03ca5a,6,1.17,6,0,0,0,1,0.20,1,0,0,0"
"435,Xherdan Shaqiri\6421ec64,32,5.18,30,2,0,0,3,0.49,3,0,0,0"
"436,Billy Sharp\e8c9f4e9,5,0.61,5,0,0,0,0,0.00,0,0,0,0"
"437,Luke Shaw\9c94165b,111,3.76,70,35,1,1,11,0.37,6,3,0,0"
"438,Jonjo Shelvey\3727dd3c,66,2.27,37,25,0,2,8,0.28,5,3,0,0"
"439,Shola Shoretire\00f0482f,1,8.18,1,0,0,0,0,0.00,0,0,0,0"
"440,Gylfi Sigurðsson\76dd1480,67,2.68,37,23,0,6,6,0.24,3,2,0,1"
"441,Bernardo Silva\3eb22ec9,80,3.49,64,2,5,4,10,0.44,9,0,0,1"
"442,Fábio Silva\e7aa9d7c,31,2.04,17,0,3,6,4,0.26,3,0,0,0"
"443,Thiago Silva\86e7deaf,18,0.84,17,0,0,1,1,0.05,1,0,0,0"
"444,Moussa Sissoko\2acd49b9,17,0.97,16,0,0,0,1,0.06,1,0,0,0"
"445,Islam Slimani\ffec9769,1,4.50,1,0,0,0,0,0.00,0,0,0,0"
"446,William Smallbone\5e105217,3,1.57,2,0,0,1,0,0.00,0,0,0,0"
"447,Emile Smith Rowe\17695062,43,2.69,35,0,2,2,7,0.44,6,0,0,1"
"448,Robert Snodgrass\9f4647e9,6,1.03,6,0,0,0,1,0.17,1,0,0,0"
"449,Robert Snodgrass\9f4647e9,1,18.00,1,0,0,0,0,0.00,0,0,0,0"
"450,Cédric Soares\839c14e1,14,1.69,9,2,2,0,3,0.36,2,0,0,0"
"451,Tomáš Sou?ek\6613c819,45,1.18,31,2,1,7,5,0.13,3,0,0,2"
"452,Ça?lar Söyüncü\21166ff4,10,0.49,6,1,1,1,0,0.00,0,0,0,0"
"453,Zack Steffen\42130443,0,0.00,0,0,0,0,0,0.00,0,0,0,0"
"454,Dale Stephens\653ee42d,2,0.69,2,0,0,0,0,0.00,0,0,0,0"
"455,Jack Stephens\6adbc307,18,1.05,17,0,0,0,0,0.00,0,0,0,0"
"456,Raheem Sterling\b400bde0,100,3.55,68,0,14,8,15,0.53,9,0,3,2"
"457,Enda Stevens\17d4507a,32,1.07,30,0,1,0,3,0.10,2,0,0,0"
"458,John Stones\5eecec3d,14,0.65,12,0,0,0,1,0.05,1,0,0,0"
"459,Pascal Struijk\f4d296e4,12,0.52,11,0,0,1,2,0.09,2,0,0,0"
"460,Japhet Tanganga\e9971f2d,1,0.18,0,1,0,0,0,0.00,0,0,0,0"
"461,Matt Targett\e514ab62,80,2.12,61,15,0,0,7,0.19,4,2,0,0"
"462,James Tarkowski\15ea812b,25,0.69,16,4,0,2,0,0.00,0,0,0,0"
"463,Percy Tau\4d0eb7d2,5,4.37,4,0,1,0,1,0.87,1,0,0,0"
"464,Sidnei Tavares\3add8ed8,1,1.06,0,0,0,1,0,0.00,0,0,0,0"
"465,Charlie Taylor\cc2d7ad5,29,1.08,23,1,0,1,3,0.11,2,0,0,0"
"466,Neil Taylor\c2f9d19f,0,0.00,0,0,0,0,0,0.00,0,0,0,0"
"467,Allan Tchaptchet\ab7d7882,0,0.00,0,0,0,0,0,0.00,0,0,0,0"
"468,Nathan Tella\f1e94cd6,19,2.30,10,0,3,0,2,0.24,1,0,0,0"
"469,Alex Telles\e73c9bb2,21,2.74,9,9,0,2,3,0.39,2,1,0,0"
"470,Kenny Tete\77d7c96f,30,1.82,29,0,0,0,2,0.12,2,0,0,0"
"471,William Thomas Fish\b2ee9d2c,0,0.00,0,0,0,0,0,0.00,0,0,0,0"
"472,Luke Thomas\fc027d02,14,1.30,11,0,0,1,3,0.28,3,0,0,0"
"473,Youri Tielemans\56f7a928,109,2.92,83,12,2,4,16,0.43,14,0,0,0"
"474,Kieran Tierney\fce2302c,58,2.27,46,2,5,1,7,0.27,3,0,2,0"
"475,James Tomkins\e7ca0439,3,0.49,2,0,0,1,0,0.00,0,0,0,0"
"476,Fikayo Tomori\7edfbb8a,0,0.00,0,0,0,0,0,0.00,0,0,0,0"
"477,Ferrán Torres\9e1035f8,40,2.76,25,2,6,1,6,0.41,3,0,1,0"
"478,Cenk Tosun\9a104dee,2,3.75,2,0,0,0,1,1.87,1,0,0,0"
"479,Andros Townsend\b28bbd58,66,2.63,36,17,7,0,7,0.28,5,2,0,0"
"480,Conor Townsend\4dc4f138,39,1.57,31,3,0,3,4,0.16,4,0,0,0"
"481,Adama Traoré\9a28eba4,113,3.84,74,0,21,3,6,0.20,3,0,1,1"
"482,Bertrand Traoré\c47541e0,78,3.03,36,10,16,6,9,0.35,6,1,0,0"
"483,Trézéguet\3ae14ed1,32,2.47,21,0,3,4,2,0.15,2,0,0,0"
"484,Leandro Trossard\38ceb24a,100,3.45,73,9,5,6,11,0.38,7,1,1,1"
"485,Kostas Tsimikas\f315ca93,0,0.00,0,0,0,0,0,0.00,0,0,0,0"
"486,Axel Tuanzebe\2baec6ce,0,0.00,0,0,0,0,0,0.00,0,0,0,0"
"487,Cengiz Ünder\1880614f,13,4.16,10,0,2,1,2,0.64,2,0,0,0"
"488,Yan Valery\531a4aa8,0,0.00,0,0,0,0,0,0.00,0,0,0,0"
"489,Jamie Vardy\45963054,64,2.03,37,0,12,8,21,0.67,9,0,3,4"
"490,Joël Veltman\dad4b285,41,1.62,31,5,0,2,1,0.04,1,0,0,0"
"491,Jannik Vestergaard\1900032e,20,0.70,17,0,0,2,4,0.14,2,0,0,1"
"492,Rúben Vinagre\b937e490,0,0.00,0,0,0,0,0,0.00,0,0,0,0"
"493,Carlos Vinícius\8b529245,4,1.17,4,0,0,0,0,0.00,0,0,0,0"
"494,João Virgínia\728e9b2e,0,0.00,0,0,0,0,0,0.00,0,0,0,0"
"495,Vitinha\3b029691,21,3.63,17,2,1,1,1,0.17,1,0,0,0"
"496,Jake Vokins\d484c261,3,4.09,3,0,0,0,0,0.00,0,0,0,0"
"497,Mat?j Vydra\0d4ceb32,37,2.43,20,0,11,3,6,0.39,3,0,2,0"
"498,Theo Walcott\1ecb65be,0,0.00,0,0,0,0,0,0.00,0,0,0,0"
"499,Theo Walcott\1ecb65be,28,1.56,22,0,2,2,4,0.22,2,0,0,1"
"500,Kyle Walker\86dd77d1,28,1.29,23,4,0,0,5,0.23,4,1,0,0"
"501,Kyle Walker-Peters\984a5a64,42,1.43,33,0,3,1,7,0.24,4,0,0,0"
"502,Aaron Wan-Bissaka\9e525177,57,1.68,50,1,2,1,8,0.24,8,0,0,0"
"503,Joel Ward\8a7ff278,15,0.60,14,1,0,0,2,0.08,2,0,0,0"
"504,James Ward-Prowse\3515d404,84,2.21,39,41,0,2,11,0.29,4,7,0,0"
"505,Ollie Watkins\aed3a70f,98,2.65,74,0,4,11,14,0.38,9,0,1,4"
"506,Caleb Watts\c7170b46,1,2.31,0,0,0,0,0,0.00,0,0,0,0"
"507,Adam Webster\c40b6180,20,0.69,18,0,0,1,1,0.03,1,0,0,0"
"508,Danny Welbeck\ce5143da,50,2.91,34,0,3,7,5,0.29,2,0,0,1"
"509,Timo Werner\49fe9070,85,2.94,56,0,6,9,19,0.66,10,0,3,1"
"510,Ashley Westwood\495945ef,84,2.22,59,21,1,0,5,0.13,3,2,0,0"
"511,Ben White\35e413f1,26,0.73,22,0,1,0,3,0.08,3,0,0,0"
"512,Georginio Wijnaldum\eb58eef0,53,1.62,46,0,2,2,2,0.06,1,0,0,1"
"513,Brandon Williams\5e74d6c8,1,0.48,1,0,0,0,0,0.00,0,0,0,0"
"514,Neco Williams\dd323728,4,1.45,4,0,0,0,0,0.00,0,0,0,0"
"515,Rhys Williams\012c975a,5,0.68,4,0,0,1,1,0.14,0,0,0,1"
"516,Willian\8b9ebd03,60,3.84,37,12,2,4,11,0.70,5,2,0,3"
"517,Joe Willock\a3b03921,7,2.65,7,0,0,0,0,0.00,0,0,0,0"
"518,Joe Willock\a3b03921,27,2.48,17,0,3,3,3,0.28,1,0,1,1"
"519,Callum Wilson\c596fcb0,52,2.25,29,0,5,2,11,0.48,6,0,0,2"
"520,Harry Winks\2f7acede,8,0.84,6,0,1,0,0,0.00,0,0,0,0"
"521,Chris Wood\4e9a0555,47,1.54,37,0,4,2,8,0.26,4,0,2,1"
"522,Granit Xhaka\e61b8aee,40,1.43,36,0,0,2,3,0.11,3,0,0,0"
"523,Andriy Yarmolenko\849c826a,13,3.12,10,1,0,1,1,0.24,1,0,0,0"
"524,DeAndre Yedlin\ae0a7ddf,6,1.24,4,1,0,0,0,0.00,0,0,0,0"
"525,Okay Yoku?lu\e49ce451,11,0.75,7,0,0,1,2,0.14,1,0,0,1"
"526,Wilfried Zaha\b2bc3b1f,85,2.93,48,0,16,5,12,0.41,8,0,2,1"
"527,Andre-Frank Zambo Anguissa\6bb2c084,57,1.98,43,0,8,2,6,0.21,4,0,2,0"
"528,Andi Zeqiri\d01231f0,4,2.11,3,0,1,0,1,0.53,1,0,0,0"
"529,Oleksandr Zinchenko\51cf8561,30,1.83,23,4,0,1,2,0.12,2,0,0,0"
"530,Hakim Ziyech\6622454d,70,5.38,53,7,3,6,7,0.54,6,1,0,0"
"531,Kurt Zouma\ce4246f5,11,0.49,8,0,0,3,0,0.00,0,0,0,0"
"532,Martin Ødegaard\79300479,42,4.36,34,4,1,1,6,0.62,5,0,0,0"
